basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
NA,NA,21500,NA,NA,NA,NA,NA,NA,NA,NA,11447890,NA,38.25769218,NA,-121.5182865,NA,2019-05-31T06:30:00Z,NA,Sacramento R Ab Delta Cross Channel Ca,NA,NA,7.25,ca
NA,NA,5680,NA,NA,NA,NA,NA,NA,NA,GSMC1,11447903,NA,38.2372222,NA,-121.5175,NA,2019-05-31T06:30:00Z,NA,Georgiana Slough Nr Sacramento R,NA,NA,6.89,ca
NA,NA,17300,NA,NA,NA,NA,NA,NA,NA,NA,11447905,NA,38.23880385,NA,-121.5227309,NA,2019-05-31T06:30:00Z,NA,Sacramento R Bl Georgiana Slough Ca,NA,NA,6.74,ca
NA,NA,45.1,NA,NA,NA,NA,NA,8600,NA,KCVC1,11449500,NA,38.92739984,NA,-122.8436046,NA,2019-05-31T07:45:00Z,NA,Kelsey C Nr Kelseyville Ca,NA,NA,3.46,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLKC1,11450000,NA,39.0390618,NA,-122.9133292,NA,2019-05-31T07:15:00Z,NA,Clear Lk A Lakeport Ca,NA,9,7.54,ca
NA,NA,187,NA,NA,NA,NA,NA,10200,NA,CLFC1,11451000,NA,38.9240648,NA,-122.5658147,NA,2019-05-31T07:30:00Z,NA,Cache C Nr Lower Lake Ca,NA,NA,3.54,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11451290,NA,39.0804486,NA,-122.5349812,NA,2019-05-31T07:00:00Z,NA,Indian Valley Res A Clearlake Oaks Ca,NA,NA,1481.96,ca
NA,NA,NA,NA,NA,NA,NA,NA,16500,NA,OWSC1,11452800,NA,38.68268185,NA,-121.6730164,NA,2019-05-31T07:15:00Z,NA,Cache C Overflow Weir From Settling Bas Nr Wood'ld,NA,NA,31.84,ca
NA,NA,NA,NA,NA,NA,NA,NA,716,NA,OTFC1,11452900,NA,38.67851526,NA,-121.6727386,NA,2019-05-31T07:15:00Z,NA,Cache C Outflow From Settling Basin Nr Woodland Ca,NA,NA,21.88,ca
NA,NA,4970,NA,NA,NA,NA,NA,NA,NA,NA,11455095,NA,38.47686944,NA,-121.5836417,NA,2019-05-31T06:45:00Z,NA,Sacramento R Deep Water Ship Channel Nr Freeport,NA,NA,5.68,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11455139,NA,38.36513889,NA,-121.6377417,NA,2016-12-22T17:00:00Z,NA,Toe Drain A Mallard Rd Nr Courtland Ca,NA,NA,8.62,ca
NA,NA,14200,NA,NA,NA,NA,NA,NA,NA,NA,11455140,NA,38.34916667,NA,-121.6447222,NA,2019-03-04T22:00:00Z,NA,Toe Drain A Liberty Island Nr Courtland Ca,NA,NA,13.39,ca
NA,NA,-830,NA,NA,NA,NA,NA,NA,NA,NA,11455143,NA,38.3354111,NA,-121.658186,NA,2018-11-05T13:45:00Z,NA,Little Holland Tract A North Breach Nr Courtland C,NA,NA,4.75,ca
NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,11455146,NA,38.32885,NA,-121.6675306,NA,2018-11-06T08:45:00Z,NA,Liberty Cut A Little Holland Tract Nr Courtland Ca,NA,NA,3.15,ca
NA,NA,5900,NA,NA,NA,NA,NA,NA,NA,NA,11455165,NA,38.29166667,NA,-121.6308333,NA,2019-05-31T06:45:00Z,NA,Miner Slough A Hwy 84 Bridge,NA,NA,5.99,ca
NA,NA,-410,NA,NA,NA,NA,NA,NA,NA,NA,11455167,NA,38.2903861,NA,-121.662225,NA,2018-11-06T11:00:00Z,NA,Prospect Slough A Toe Drain Nr Courtland Ca,NA,NA,2.92,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11455268,NA,38.29416667,NA,-121.7597222,NA,2019-01-15T10:45:00Z,NA,Ulatis C Nr Elmira Ca,NA,NA,7.3,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11455276,NA,38.3183333,NA,-121.6930556,NA,2019-05-31T06:00:00Z,NA,Shag Slough A Liberty Island Nr Courtland Ca,NA,NA,4.9,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11455280,NA,38.27555556,NA,-121.7091667,NA,2019-05-31T06:30:00Z,NA,Cache Slough Nr Hastings Tract Nr Rio Vista Ca,NA,NA,4.18,ca
NA,NA,8580,NA,NA,NA,NA,NA,NA,NA,NA,11455315,NA,38.2422222,NA,-121.686111,NA,2019-05-31T06:45:00Z,NA,Cache Slough A S Liberty Island Nr Rio Vista Ca,NA,NA,21.67,ca
NA,NA,17800,NA,NA,NA,NA,NA,NA,NA,NA,11455335,NA,38.2561111,NA,-121.6666667,NA,2019-05-31T06:45:00Z,NA,Sacramento R Deep Water Ship Channel Nr Rio Vista,NA,NA,22.99,ca
NA,NA,75500,NA,NA,NA,NA,NA,NA,NA,NA,11455385,NA,38.19395556,NA,-121.6580028,NA,2019-05-31T06:15:00Z,NA,Cache Slough Ab Ryer Island Ferry Nr Rio Vista Ca,NA,NA,8.23,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEKC1,11455478,NA,38.093252,NA,-121.7371772,NA,2019-05-31T06:45:00Z,NA,Sacramento R A Decker Island Nr Rio Vista Ca,NA,NA,3.18,ca
NA,NA,9.61,NA,NA,NA,NA,NA,2530,NA,KWDC1,11458433,NA,38.4188004,NA,-122.5627606,NA,2019-05-31T07:00:00Z,NA,Sonoma Creek A Kenwood Ca,NA,NA,4.19,ca
NA,NA,30.5,NA,NA,NA,NA,NA,20300,NA,AGCC1,11458500,NA,38.32324705,NA,-122.4944258,NA,2019-05-31T07:45:00Z,NA,Sonoma C A Agua Caliente Ca,NA,NA,9.85,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSEC1,11458600,NA,38.2808333,NA,-122.4558333,NA,2019-05-31T07:15:00Z,NA,Nathanson C A Sonoma Ca,NA,NA,0.46,ca
NA,NA,2.03,NA,NA,NA,NA,NA,5000,NA,NVCC1,11459500,NA,38.10769775,NA,-122.5799815,NA,2019-05-31T07:30:00Z,NA,Novato C A Novato Ca,NA,13,2.75,ca
NA,NA,7.28,NA,NA,NA,NA,NA,7200,NA,CMDC1,11460000,NA,37.96297947,NA,-122.556922,NA,2019-05-31T07:45:00Z,NA,Corte Madera C A Ross Ca,NA,17,4.51,ca
NA,NA,5.54,NA,NA,NA,NA,NA,788,NA,RMBC1,11460151,NA,37.8661111,NA,-122.578611,NA,2019-05-31T07:15:00Z,NA,Redwood C A Hwy 1 Bridge A Muir Beach Ca,NA,7.3,0.39,ca
NA,NA,25,NA,NA,NA,NA,NA,10200,NA,LTSC1,11460400,NA,38.0268673,NA,-122.736377,NA,2019-05-31T07:45:00Z,NA,Lagunitas C A Samuel P Taylor State Park Ca,NA,NA,2.13,ca
NA,NA,42.5,NA,NA,NA,NA,NA,22100,NA,LNTC1,11460600,NA,38.08019988,NA,-122.7844348,NA,2019-05-31T07:00:00Z,NA,Lagunitas C Nr Pt Reyes Station Ca,NA,22,1.73,ca
NA,NA,8.61,NA,NA,NA,NA,NA,NA,NA,NA,11460605,NA,38.0386111,NA,-122.7858333,NA,2019-05-31T07:15:00Z,NA,Olema C A Vedanta Bridge A Olema Ca,NA,NA,73.03,ca
NA,NA,9.8,NA,NA,NA,NA,NA,14600,NA,WKEC1,11460750,NA,38.1757531,NA,-122.8183254,NA,2019-05-31T07:15:00Z,NA,Walker C Nr Marshall Ca,NA,NA,1.12,ca
NA,NA,174,NA,NA,NA,NA,NA,18700,NA,CXLC1,11461500,NA,39.24655605,NA,-123.1302806,NA,2019-05-31T07:15:00Z,NA,Ef Russian R Nr Calpella Ca,NA,NA,6.8,ca
NA,NA,241,NA,NA,NA,NA,NA,15900,NA,TLMC1,11462080,NA,39.1129496,NA,-123.1830602,NA,2019-05-31T07:15:00Z,NA,Russian R Nr Talmage Ca,NA,NA,6.02,ca
NA,NA,26.3,NA,NA,NA,NA,NA,8010,NA,CDAC1,11463170,NA,38.79768326,NA,-122.8024929,NA,2019-05-31T07:15:00Z,NA,Big Sulphur C A G Resort Nr Cloverdale Ca,NA,NA,2.99,ca
NA,NA,89,NA,NA,NA,NA,NA,20000,NA,BSCC1,11463200,NA,38.8260167,NA,-122.9969442,NA,2019-05-31T07:30:00Z,NA,Big Sulphur C Nr Cloverdale Ca,NA,NA,18.02,ca
NA,NA,509,NA,NA,NA,NA,NA,24000,NA,GEYC1,11463500,NA,38.71268685,NA,-122.8958295,NA,2019-05-31T07:15:00Z,NA,Russian R A Geyserville Ca,NA,39.7,25.18,ca
NA,NA,593,NA,NA,NA,NA,NA,NA,NA,JIMC1,11463682,NA,38.65824247,NA,-122.8294376,NA,2019-05-31T07:00:00Z,NA,Russian R A Jimtown Ca,NA,26.2,5.49,ca
NA,NA,39.8,NA,NA,NA,NA,NA,8920,NA,RMKC1,11463900,NA,38.6410198,NA,-122.7638792,NA,2019-05-31T07:30:00Z,NA,Maacama C Nr Kellogg Ca,NA,14.8,4.86,ca
NA,NA,390,NA,NA,NA,NA,NA,NA,NA,RRHC1,11463980,NA,38.6329653,NA,-122.8555494,NA,2019-05-31T07:15:00Z,NA,Russian R A Digger Bend Nr Healdsburg Ca,NA,25.4,8.14,ca
NA,NA,685,NA,NA,NA,NA,NA,NA,NA,WDSC1,11465390,NA,38.5157448,NA,-122.8647153,NA,2019-05-31T06:45:00Z,NA,Russian R Nr Windsor Ca,NA,NA,7.13,ca
NA,NA,NA,NA,NA,NA,NA,NA,672,NA,ROHC1,11465660,NA,38.34324776,NA,-122.7019317,NA,2019-05-31T07:00:00Z,NA,Copeland C A Rohnert Park Ca,NA,8,2.41,ca
NA,NA,9.45,NA,NA,NA,NA,NA,3980,NA,CTIC1,11465680,NA,38.35213667,NA,-122.7441551,NA,2019-05-31T07:30:00Z,NA,Laguna De Santa Rosa A Stony Pt Rd Nr Cotati Ca,NA,84,75.84,ca
NA,NA,0.82,NA,NA,NA,NA,NA,583,NA,EASC1,11465690,NA,38.40213524,NA,-122.7330434,NA,2019-05-01T01:00:00Z,NA,Colgan C Nr Santa Rosa Ca,NA,106,98.42,ca
NA,NA,9.04,NA,NA,NA,NA,NA,934,NA,CGNC1,11465700,NA,38.37352515,NA,-122.7683227,NA,2019-05-31T07:00:00Z,NA,Colgan C Nr Sebastopol Ca,NA,75,69.31,ca
NA,NA,9.34,NA,NA,NA,NA,NA,9690,NA,LSEC1,11465750,NA,38.42546874,NA,-122.8291584,NA,2019-05-31T07:15:00Z,NA,Laguna De Santa Rosa C Nr Sebastopol Ca,NA,69,56.62,ca
NA,NA,1.51,NA,NA,NA,NA,NA,2390,NA,CBSC1,11466065,NA,38.45491127,NA,-122.6802637,NA,2010-04-30T23:45:00Z,NA,Brush C A Santa Rosa Ca,NA,NA,209.87,ca
NA,NA,NA,NA,NA,NA,NA,NA,3700,NA,MZSC1,11466170,NA,38.4388007,NA,-122.7024867,NA,2019-05-31T07:00:00Z,NA,Matanzas C A Santa Rosa Ca,NA,173.3,155.29,ca
NA,NA,18.1,NA,NA,NA,NA,NA,9080,NA,SSAC1,11466200,NA,38.4365787,NA,-122.7247096,NA,2019-05-01T01:00:00Z,NA,Santa Rosa C A Santa Rosa Ca,NA,41,24,ca
NA,NA,24.3,NA,NA,NA,NA,NA,7720,NA,TARC1,11466320,NA,38.44519026,NA,-122.8072129,NA,2019-05-31T07:15:00Z,NA,Santa Rosa C A Willowside Rd Nr Santa Rosa Ca,NA,70,57.99,ca
NA,NA,86.4,NA,NA,NA,NA,NA,11300,NA,MWEC1,11466800,NA,38.49407838,NA,-122.8533258,NA,2019-05-31T07:30:00Z,NA,Mark West C Nr Mirabel Heights Ca,NA,55,40.57,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUEC1,11467002,NA,38.49935758,NA,-122.9983325,NA,2019-05-31T07:00:00Z,NA,Russian R A Johnsons Beach A Guerneville Ca,NA,32,6.35,ca
NA,NA,117,NA,NA,NA,NA,NA,20700,NA,AUSC1,11467200,NA,38.5065797,NA,-123.0697239,NA,2019-05-31T07:00:00Z,NA,Austin C Nr Cazadero Ca,NA,21,3.88,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RROC1,11467270,NA,38.4340222,NA,-123.1011083,NA,2019-05-31T07:30:00Z,NA,Russian R A Highway 1 Bridge Nr Jenner Ca,NA,NA,2.85,ca
NA,NA,222,NA,NA,NA,NA,NA,28500,NA,GSRC1,11467510,NA,38.70907868,NA,-123.4266753,NA,2019-05-31T06:45:00Z,NA,Sf Gualala R Nr The Sea Ranch Ca,NA,NA,6.08,ca
NA,NA,122,NA,NA,NA,NA,NA,23000,NA,GLAC1,11467553,NA,38.7899103,NA,-123.5094535,NA,2019-05-31T07:00:00Z,NA,Nf Gualala R Ab Sf Gualala R Nr Gualala Ca,NA,NA,2.71,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRCC1,11467590,NA,38.9036111,NA,-123.6077778,NA,2019-05-31T07:00:00Z,NA,Garcia R At Eureka Hill Rd Nr Pt Arena Ca,NA,NA,4.21,ca
NA,NA,149,NA,NA,NA,NA,NA,26600,NA,FTBC1,11468500,NA,39.42822378,NA,-123.7377917,NA,2019-05-31T07:15:00Z,NA,Noyo R Nr Fort Bragg Ca,NA,NA,4.61,ca
NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,11472180,NA,39.42044444,NA,-123.3406667,NA,2019-05-16T11:30:00Z,NA,Outlet C Nr Willits Ca,NA,NA,3.26,ca
NA,NA,24.9,NA,NA,NA,NA,NA,3660,NA,ECBC1,11475560,NA,39.7295997,NA,-123.6439073,NA,2019-05-31T07:30:00Z,NA,Elder C Nr Branscomb Ca,NA,NA,3.74,ca
NA,NA,0.01,NA,NA,NA,NA,NA,2080,NA,LYVC1,11475610,NA,39.6715454,NA,-123.4983497,NA,2017-11-01T01:00:00Z,NA,Cahto C Nr Laytonville Ca,NA,NA,3.65,ca
NA,NA,NA,NA,NA,NA,NA,NA,7830,NA,WEOC1,11476600,NA,40.351528,NA,-124.0050423,NA,2019-01-10T18:00:00Z,NA,Bull C Nr Weott Ca,NA,NA,3.41,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRNC1,11479560,NA,40.6156852,NA,-124.202833,NA,2019-05-31T07:15:00Z,NA,Eel R A Fernbridge Ca,NA,20,0.72,ca
NA,NA,157,NA,NA,NA,NA,NA,12200,NA,BLKC1,11481500,NA,40.90596479,NA,-123.815335,NA,2019-05-31T07:45:00Z,NA,Redwood C Nr Blue Lake Ca,NA,NA,2.31,ca
NA,NA,2440,NA,NA,NA,NA,NA,71600,NA,LLKC1,11525500,NA,40.7247222,NA,-122.801111,NA,2019-05-31T07:30:00Z,NA,Trinity R A Lewiston Ca,NA,NA,16.12,ca
NA,NA,3260,NA,NA,NA,NA,NA,28800,NA,NA,11526400,NA,40.76653148,NA,-123.1144757,NA,2019-05-31T07:45:00Z,NA,Trinity R Ab Nf Trinity R Nr Helena Ca,NA,NA,13.49,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FTDC1,11532650,NA,41.8806684,NA,-124.1364704,NA,2019-05-31T07:15:00Z,NA,Smith R Nr Fort Dick Ca,NA,33,13.3,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340229116510601,NA,34.04138889,NA,-116.8516667,NA,2019-05-31T06:45:00Z,NA,Burnt Canyon C Abv Div Dam Nr Banning Ca,NA,NA,0.2,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340242116492901,NA,34.045,NA,-116.8247222,NA,2019-05-31T06:45:00Z,NA,Whitewater R Div Flume In Up Burnt Cyn Nr Banning,NA,NA,-0.06,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373025122065901,NA,37.50694444,NA,-122.1163889,NA,2019-05-31T07:00:00Z,NA,San Francisco Bay A Old Dumbarton Br Nr Newark Ca,NA,NA,0.61,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373507121472101,NA,37.58527778,NA,-121.7891667,NA,2019-05-31T07:15:00Z,NA,San Antonio C A Indian Creek Road Nr Sunol Ca,NA,NA,1.09,ca
NA,NA,8.61,NA,NA,NA,NA,NA,NA,NA,NA,373818118513301,NA,37.638267,NA,-118.8601312,NA,2019-05-31T06:00:00Z,NA,003s028e35ns03m Hot C Fh,NA,NA,0.64,ca
NA,NA,8.16,NA,NA,NA,NA,NA,NA,NA,NA,373822118514401,NA,37.63937816,NA,-118.8631869,NA,2019-05-31T06:00:00Z,NA,003s028e34rs01m Hot C Fh,NA,NA,0.58,ca
NA,NA,3.57,NA,NA,NA,NA,NA,NA,NA,NA,373829118505801,NA,37.6413224,NA,-118.8504089,NA,2019-05-31T06:00:00Z,NA,003s028e35ks01m Hot C Fh,NA,NA,0.38,ca
NA,NA,-406,NA,NA,NA,NA,NA,NA,NA,NA,381142122015801,NA,38.19489444,NA,-122.0328139,NA,2019-03-27T09:45:00Z,NA,First Mallard Branch Nr Fairfield Ca,NA,NA,28.31,ca
NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,381946121402301,NA,38.329525,NA,-121.6731556,NA,2018-07-03T09:45:00Z,NA,Liberty Island Wildlands Tidal Marsh Nr Five Point,NA,NA,5.71,ca
NA,NA,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,382006121401601,NA,38.33500556,NA,-121.6711083,NA,2018-11-05T10:00:00Z,NA,Liberty Island A Liberty Cut Nr Courtland Ca,NA,NA,2.38,ca
NA,NA,-85.8,NA,NA,NA,NA,NA,NA,NA,NA,382010121402301,NA,38.33616667,NA,-121.672925,NA,2018-11-05T10:15:00Z,NA,Liberty Island A Upper Stair Step Nr Five Points C,NA,NA,2.52,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384041121402601,NA,38.6779597,NA,-121.6749609,NA,2019-02-12T13:37:00Z,NA,Cache C Settling Basin Site C Nr Woodland Ca,NA,NA,33.66,ca
NA,NA,875,NA,NA,NA,NA,NA,61000,NA,VNLA3,9413700,NA,NA,NA,NA,NA,2019-05-31T07:20:00Z,NA,"Virgin Rv Abv The Narrows Nr Littlefield, Az",NA,NA,18.01,NA
NA,NA,705,NA,NA,NA,NA,NA,61000,NA,VLTA3,9415000,NA,NA,NA,NA,NA,2019-05-31T07:35:00Z,NA,"Virgin Rv At Littlefield, Az",NA,19,6.62,NA
NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,9415060,NA,NA,NA,NA,NA,2019-05-31T07:30:00Z,NA,"Mesquite Canal Nr Mesquite, Nv",NA,NA,15.11,NA
NA,NA,698,NA,NA,NA,NA,NA,NA,NA,NA,9415090,NA,36.79027778,NA,-114.093611,NA,2019-05-31T07:00:00Z,NA,"Virgin Rv At Mesquite, Nv",NA,NA,5.6,nv
NA,NA,206,NA,NA,NA,NA,NA,30600,NA,VLMN2,9415250,NA,36.51325,NA,-114.3359806,NA,2019-05-03T17:35:00Z,NA,"Virgin Rv Abv Lake Mead Nr Overton, Nv",NA,NA,11.32,nv
NA,NA,9.29,NA,NA,NA,NA,NA,NA,NA,PREN2,9415510,NA,38.9333333,NA,-115.08,NA,2019-05-31T07:35:00Z,NA,"Preston Big Sprg Nr Preston, Nv",NA,NA,2.41,nv
NA,NA,15.7,NA,NA,NA,NA,NA,16,NA,HSCN2,9415558,NA,38.37944444,NA,-115.1516667,NA,2019-05-31T07:15:00Z,NA,"Hot Ck Nr Sunnyside, Nv",NA,NA,7.81,nv
NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,CSDN2,9415589,NA,37.53182099,NA,-115.2342993,NA,2019-05-31T07:30:00Z,NA,"Crystal Spgs Div Nr Hiko, Nv",NA,NA,6.66,nv
NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,9415590,NA,37.5319043,NA,-115.2325215,NA,2019-05-31T07:15:00Z,NA,"209 S05 E60 10 1 Crystal Spgs Nr Hiko, Nv",NA,NA,10.65,nv
NA,NA,0,NA,NA,NA,NA,NA,10,NA,ADDN2,94156395,NA,37.4597222,NA,-115.1941667,NA,2019-05-31T07:45:00Z,NA,"Ash Spgs Div Ditch Blw Hwy 93 At Ash Spgs, Nv",NA,NA,14.24,nv
NA,NA,15.4,NA,NA,NA,NA,NA,75,NA,ASCN2,9415645,NA,37.46,NA,-115.195,NA,2019-05-31T07:15:00Z,NA,"Ash Spgs Ck Blw Div At Hwy 93 At Ash Spgs, Nv",NA,NA,5.73,nv
NA,NA,7.4,NA,NA,NA,NA,NA,39,NA,MSPN2,9415900,NA,36.72163699,NA,-114.7155502,NA,2019-05-31T07:35:00Z,NA,"Muddy Spgs At Lds Farm Nr Moapa, Nv",NA,NA,1.17,nv
NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,PESN2,9415908,NA,36.70936389,NA,-114.7157139,NA,2019-05-31T07:15:00Z,NA,"Pederson E Spgs Nr Moapa, Nv",NA,NA,5.48,nv
NA,NA,0.13,NA,NA,NA,NA,NA,0.19,NA,PSGN2,9415910,NA,36.70958056,NA,-114.7159722,NA,2019-05-31T07:00:00Z,NA,"Pederson Spgs Nr Moapa, Nv",NA,NA,9.41,nv
NA,NA,3.41,NA,NA,NA,NA,NA,4.4,NA,WSWN2,9415920,NA,36.7111833,NA,-114.7136639,NA,2019-05-31T07:30:00Z,NA,"Warm Spgs W Nr Moapa, Nv",NA,NA,0.9,nv
NA,NA,4.46,NA,NA,NA,NA,NA,NA,NA,WSCN2,9415927,NA,36.7113333,NA,-114.7096667,NA,2019-05-31T07:30:00Z,NA,"Warm Spgs Confl At Iverson Flume Nr Moapa, Nv",NA,NA,7.28,nv
NA,NA,41.9,NA,NA,NA,NA,NA,5760,NA,MOAN2,9416000,NA,36.7110817,NA,-114.6952715,NA,2019-05-31T07:15:00Z,NA,"Muddy Rv Nr Moapa, Nv",NA,9.5,1.87,nv
NA,NA,44.6,NA,NA,NA,NA,NA,950,NA,MVEN2,9417500,NA,38.0041285,NA,-114.206927,NA,2019-05-31T07:30:00Z,NA,"Meadow Valley Wash At Eagle Cyn Nr Ursine, Nv",NA,7,6.1,nv
NA,NA,38.8,NA,NA,NA,NA,NA,8000,NA,MVYN2,9418500,NA,37.55837778,NA,-114.5630556,NA,2019-05-31T07:15:00Z,NA,"Meadow Valley Wash Nr Caliente, Nv",NA,NA,8.99,nv
NA,NA,27.9,NA,NA,NA,NA,NA,17300,NA,MUDN2,9419000,NA,36.64302844,NA,-114.5397075,NA,2019-05-31T07:35:00Z,NA,"Muddy Rv Nr Glendale, Nv",NA,21,7.35,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9419530,NA,36.4475583,NA,-114.3529139,NA,2019-05-31T07:15:00Z,NA,"Virgin Rv Blw Conf Of Muddy Rv Nr Overton, Nv",NA,NA,15.23,nv
NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,9419547,NA,36.3893722,NA,-114.4329139,NA,2012-10-19T05:15:00Z,NA,"Blue Point Spg Nr Valley Of Fire State Park, Nv",NA,NA,3.99,nv
NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,CCSN2,9419625,NA,36.43884444,NA,-115.3581194,NA,2019-05-31T07:00:00Z,NA,"Corn Ck Spgs At National Fish & Wildlife Hdqrs, Nv",NA,NA,2.58,nv
NA,NA,0,NA,NA,NA,NA,NA,920,NA,SLON2,9419659,NA,36.22864167,NA,-115.0742806,NA,2019-05-31T07:15:00Z,NA,Sloan Channel Trib At Las Vegas Blvd Nr N Lv,NA,NA,10,nv
NA,NA,1.08,NA,NA,NA,NA,NA,1860,NA,SCCN2,9419665,NA,36.1596948,NA,-115.0452761,NA,2019-05-31T07:15:00Z,NA,"Sloan Channel At Charleston Blvd Nr Las Vegas, Nv",NA,NA,11.16,nv
NA,NA,5.89,NA,NA,NA,NA,NA,5600,NA,FWNN2,94196781,NA,36.14302819,NA,-115.0655537,NA,2019-05-31T07:35:00Z,NA,"Flamingo Wash At Nellis Blvd Nr Las Vegas, Nv",NA,NA,11.17,nv
NA,NA,11.2,NA,NA,NA,NA,NA,11300,NA,LWCN2,94196783,NA,36.13969527,NA,-115.0477755,NA,2019-05-31T07:10:00Z,NA,"Lv Wash Blw Flamingo Wash Confl Nr Las Vegas, Nv",NA,NA,16.18,nv
NA,NA,29.4,NA,NA,NA,NA,NA,13500,NA,VVDN2,94196784,NA,36.1369177,NA,-115.0386085,NA,2019-05-31T07:15:00Z,NA,"Las Vegas Wash At Vegas Valley Dr Nr Las Vegas, Nv",NA,NA,2.59,nv
NA,NA,140,NA,NA,NA,NA,NA,1650,NA,LWYN2,9419679,NA,36.10805,NA,-115.0219944,NA,2019-05-31T07:00:00Z,NA,"Las Vegas Wasteway Nr E Las Vegas, Nv",NA,NA,6.01,nv
NA,NA,11.3,NA,NA,NA,NA,NA,10300,NA,DCKN2,9419696,NA,36.09080799,NA,-115.0238843,NA,2019-05-31T07:30:00Z,NA,"Duck Ck At Broadbent Blvd At E Las Vegas, Nv",NA,NA,3.73,nv
NA,NA,198,NA,NA,NA,NA,NA,2310,NA,LVDN2,9419698,NA,36.09152507,NA,-115.0000505,NA,2019-05-31T07:30:00Z,NA,"Lv Wash Blw Duck Ck Conf Nr Henderson, Nv",NA,NA,5.21,nv
NA,NA,224,NA,NA,NA,NA,NA,16600,NA,LVPN2,9419700,NA,36.08747539,NA,-114.9858276,NA,2019-05-31T07:30:00Z,NA,"Las Vegas Wash At Pabco Rd Nr Henderson, Nv",NA,NA,6.01,nv
NA,NA,0,NA,NA,NA,NA,NA,2700,NA,CWSN2,9419740,NA,36.044699,NA,-114.9591584,NA,2019-05-31T07:35:00Z,NA,"C-1 Channel Nr Warm Spgs Rd At Henderson, Nv",NA,NA,9.72,nv
NA,NA,0,NA,NA,NA,NA,NA,3270,NA,NA,9419745,NA,36.085,NA,-114.9683333,NA,2019-05-31T07:15:00Z,NA,"C-1 Channel Abv Mouth Nr Henderson, Nv",NA,NA,33.75,nv
NA,NA,227,NA,NA,NA,NA,NA,2550,NA,NA,9419747,NA,36.08978889,NA,-114.972225,NA,2019-05-31T07:00:00Z,NA,"Lv Wash Abv Bostick Weir Nr Henderson, Nv",NA,NA,5.83,nv
NA,NA,252,NA,NA,NA,NA,NA,2530,NA,LHWN2,9419749,NA,36.09420556,NA,-114.9551833,NA,2019-05-31T07:30:00Z,NA,"Lv Wash Abv Homestead Weir Nr Henderson, Nv",NA,NA,5.42,nv
NA,NA,270,NA,NA,NA,NA,NA,18000,NA,KIDN2,9419753,NA,36.100375,NA,-114.9433194,NA,2019-05-31T07:15:00Z,NA,"Lv Wash Abv Three Kids Wash Blw Henderson, Nv",NA,NA,34.01,nv
NA,NA,0,NA,NA,NA,NA,NA,17000,NA,LVON2,9419756,NA,36.10247588,NA,-114.934437,NA,2019-05-31T07:30:00Z,NA,Las Vegas Wash Overflow At Lake Las Vegas Inlet,NA,NA,26.44,nv
NA,NA,318,NA,NA,NA,NA,NA,10800,NA,NA,9419800,NA,36.12219816,NA,-114.904992,NA,2019-05-31T07:15:00Z,NA,"Lv Wash Blw Lake Las Vegas Nr Boulder City, Nv",NA,NA,4.72,nv
